sample,filepath,comment,O_pct,O_ppm,O_err,Mg_pct,Mg_ppm,Mg_err,Al_pct,Al_ppm,Al_err,Si_pct,Si_ppm,Si_err,P_pct,P_ppm,P_err,S_pct,S_ppm,S_err,K_pct,K_ppm,K_err,Ca_pct,Ca_ppm,Ca_err,Ti_pct,Ti_ppm,Ti_err,Mn_pct,Mn_ppm,Mn_err,Fe_pct,Fe_ppm,Fe_err,Ni_pct,Ni_ppm,Ni_err,Cu_pct,Cu_ppm,Cu_err,Zn_pct,Zn_ppm,Zn_err,Ga_pct,Ga_ppm,Ga_err,Rb_pct,Rb_ppm,Rb_err,Sr_pct,Sr_ppm,Sr_err,Y_pct,Y_ppm,Y_err,Zr_pct,Zr_ppm,Zr_err,Nb_pct,Nb_ppm,Nb_err,Ba_pct,Ba_ppm,Ba_err,Pb_pct,Pb_ppm,Pb_err,As_pct,As_ppm,As_err,Rh_pct,Rh_ppm,Rh_err,Sn_pct,Sn_ppm,Sn_err,Te_pct,Te_ppm,Te_err,Cl_pct,Cl_ppm,Cl_err,Mo_pct,Mo_ppm,Mo_err,Ag_pct,Ag_ppm,Ag_err,I_pct,I_ppm,I_err,La_pct,La_ppm,La_err,Ce_pct,Ce_ppm,Ce_err,Er_pct,Er_ppm,Er_err,Yb_pct,Yb_ppm,Yb_err,Ta_pct,Ta_ppm,Ta_err,Th_pct,Th_ppm,Th_err,U_pct,U_ppm,U_err,Ge_pct,Ge_ppm,Ge_err,Se_pct,Se_ppm,Se_err,W_pct,W_ppm,W_err,Gd_pct,Gd_ppm,Gd_err,Hf_pct,Hf_ppm,Hf_err,Sb_pct,Sb_ppm,Sb_err,Cd_pct,Cd_ppm,Cd_err,Re_pct,Re_ppm,Re_err,Br_pct,Br_ppm,Br_err,V_pct,V_ppm,V_err,Cr_pct,Cr_ppm,Cr_err,Cs_pct,Cs_ppm,Cs_err,In_pct,In_ppm,In_err,Co_pct,Co_ppm,Co_err,Bi_pct,Bi_ppm,Bi_err,Na_pct,Na_ppm,Na_err,Ir_pct,Ir_ppm,Ir_err,Pd_pct,Pd_ppm,Pd_err,Au_pct,Au_ppm,Au_err,Ru_pct,Ru_ppm,Ru_err,Os_pct,Os_ppm,Os_err,Tm_pct,Tm_ppm,Tm_err
6-25_JPL73,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/6-25_pellets/6-25_JPL73.prf,6-25_JPL73,43.742,437420.0,0.094,1.098,10980.0,0.186,2.669,26690.0,0.052,24.879,248790.0,0.065,0.128,1280.0,0.006,1.23,12300.0,0.006,3.687,36870.0,0.056,14.253,142530.0,0.048,2.662,26620.0,0.016,0.129,1290.0,0.002,3.912,39120.0,0.011,0.0119,119.0,0.0004,0.0464,464.0,0.0005,0.675,6750.0,0.002,0.0028,28.0,0.0003,0.0113,113.0,0.0003,0.099,990.0,0.0,0.0043,43.0,0.0004,0.0246,246.0,0.0004,0.0025,25.0,0.0003,0.312,3120.0,0.006,0.354,3540.0,0.002,,,,,,,0.007,70.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065,65.0,0.0011,,,,,,,,,,0.0286,286.0,0.006,0.0246,246.0,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-25_JPL59,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/6-25_pellets/6-25_JPL59.prf,6-25_JPL59,45.636,456360.0,0.084,0.918,9180.0,0.146,4.45,44500.0,0.052,29.753,297530.0,0.065,0.194,1940.0,0.006,0.215,2150.0,0.002,6.324,63240.0,0.071,6.322,63220.0,0.033,0.729,7290.0,0.008,0.181,1810.0,0.002,4.908,49080.0,0.011,0.0048,48.0,0.0003,0.0147,147.0,0.0003,0.077,770.0,0.001,0.0034,34.0,0.0002,0.0203,203.0,0.0003,0.078,780.0,0.0,0.0059,59.0,0.0003,0.029,290.0,0.0004,0.0023,23.0,0.0003,0.08,800.0,0.005,0.0285,285.0,0.0007,0.0013,13.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0206,206.0,0.0036,,,,,,,0.0029,29.0,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-25_JPL77,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/6-25_pellets/6-25_JPL77.prf,6-25_JPL77,44.438,444380.0,0.09,1.0,10000.0,0.168,3.215,32150.0,0.051,27.315,273150.0,0.066,0.2,2000.0,0.006,0.725,7250.0,0.004,5.954,59540.0,0.064,10.964,109640.0,0.042,1.554,15540.0,0.012,0.123,1230.0,0.002,3.641,36410.0,0.01,0.0042,42.0,0.0003,0.054,540.0,0.001,0.387,3870.0,0.001,0.0029,29.0,0.0002,0.0155,155.0,0.0003,0.073,730.0,0.0,0.0046,46.0,0.0003,0.0281,281.0,0.0004,0.0019,19.0,0.0003,0.151,1510.0,0.005,0.111,1110.0,0.001,,,,,,,0.0059,59.0,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,192.0,0.0046,0.0129,129.0,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-25_JPL63,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/6-25_pellets/6-25_JPL63.prf,6-25_JPL63_bkB.S,44.424,444240.0,0.09,0.872,8720.0,0.164,3.903,39030.0,0.053,27.862,278620.0,0.067,0.175,1750.0,0.006,0.25,2500.0,0.003,6.774,67740.0,0.073,8.33,83300.0,0.039,0.831,8310.0,0.009,0.235,2350.0,0.002,5.927,59269.99999999999,0.014,0.0059,59.0,0.0003,0.015,150.0,0.0003,0.09,900.0,0.001,0.0041,41.0,0.0002,0.0228,228.0,0.0003,0.107,1070.0,0.0,0.0064,64.0,0.0004,0.032,320.0,0.0004,0.0022,22.0,0.0003,0.081,810.0,0.005,0.0325,325.0,0.0008,0.0018,18.0,0.0003,,,,0.0057,57.0,0.001,,,,,,,,,,0.0022,22.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,0.0007,7.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082,82.0,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-25_JPL76,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/6-25_pellets/6-25_JPL76.prf,6-25_JPL76,44.229,442290.0,0.087,0.769,7690.0,0.163,3.047,30470.0,0.051,27.175,271750.0,0.064,0.192,1920.0,0.006,0.664,6640.0,0.004,6.485,64850.0,0.066,10.372,103720.0,0.04,2.14,21400.0,0.013,0.136,1360.0,0.002,3.732,37320.0,0.01,0.0087,87.0,0.0003,0.0382,382.0,0.0005,0.564,5639.999999999999,0.002,0.0031,31.0,0.0002,0.0151,151.0,0.0003,0.068,680.0,0.0,0.0041,41.0,0.0003,0.028,280.0,0.0004,0.0022,22.0,0.0003,0.139,1390.0000000000002,0.005,0.133,1330.0,0.001,0.0015,15.0,0.0004,,,,0.0069,69.0,0.0009,,,,,,,0.0022,22.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0054,54.0,0.001,0.0079,79.0,0.0008,,,,,,,0.0189,189.0,0.0052,0.0121,121.0,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-25_1606,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/6-25_pellets/6-25_1606.prf,6-25_1606,46.555,465550.0,0.094,1.809,18090.0,0.171,3.432,34320.0,0.051,31.079,310790.0,0.072,,,,0.631,6310.0,0.005,1.446,14460.0,0.052,11.075,110750.0,0.042,0.463,4630.0,0.008,0.0358,358.0,0.0011,1.207,12070.0,0.004,0.0037,37.0,0.0002,0.063,630.0,0.001,1.281,12810.0,0.003,0.0042,42.0,0.0002,0.0143,143.0,0.0003,0.0361,361.0,0.0003,0.0016,16.0,0.0003,0.0195,195.0,0.0003,0.0014,14.0,0.0003,0.265,2650.0,0.005,0.0108,108.0,0.0006,,,,0.0019,19.0,0.0004,0.0054,54.0,0.0008,0.0069,69.0,0.0017,0.466,4660.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038,38.0,0.0009,,,,,,,0.064,640.0,0.0,,,,0.01,100.0,0.0013,,,,,,,0.0062,62.0,0.0011,0.003,30.0,0.0004,,,,,,,,,,,,,,,,,,,,,
6-25_1639,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/ash_pellets/6-25_pellets/6-25_1639.prf,6-25_1639,47.425,474250.0,0.075,0.762,7620.0,0.117,4.758,47580.0,0.047,32.962,329620.00000000006,0.061,0.139,1390.0000000000002,0.004,0.229,2290.0,0.002,5.586,55860.0,0.067,3.205,32050.0,0.023,0.529,5290.0,0.007,0.086,859.9999999999999,0.001,3.98,39800.0,0.009,0.0038,38.0,0.0002,0.0074,74.0,0.0002,0.058,580.0,0.0,0.003,30.0,0.0002,0.0132,132.0,0.0002,0.06,600.0,0.0,0.0041,41.0,0.0002,0.0428,428.0,0.0003,0.0015,15.0,0.0002,0.091,910.0,0.004,0.0242,242.0,0.0006,0.0012,12.0,0.0002,,,,0.0034,34.0,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,175.0,0.0029,0.0072,72.0,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honduras-2,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-2.prf,honduras-jadeite-player-powders-1,49.073,490730.0,1.166,,,,10.287,102870.00000000001,0.254,32.484,324840.0,0.773,,,,0.0215,215.0,0.0014,,,,0.531,5310.0,0.02,0.0187,187.0,0.0033,0.0062,62.0,0.0007,0.211,2110.0,0.005,0.0005,5.0,0.0001,,,,0.0012,12.0,0.0001,0.002,20.0,0.0001,0.0005,5.0,0.0001,0.0051,51.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.358,73580.0,2.199,,,,,,,,,,,,,,,,,,
honduras-3,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-3.prf,honduras-jadeite-corn-powder-1,53.186,531860.0,5.991,0.237,2370.0,0.057,0.099,990.0,0.019,46.437,464370.0,5.943,0.0082,82.0,0.0018,0.0114,114.0,0.0016,,,,,,,,,,,,,0.011,110.0,0.0014,,,,0.0002,2.0,0.0001,0.0003,3.0,0.0001,,,,,,,0.0003,3.0,0.0001,,,,0.0016,16.0,0.0002,,,,,,,,,,,,,,,,0.0025,25.0,0.0005,0.0037,37.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015,15.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honduras-1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-1.prf,honduras-jadeite-teardrop-1,53.199,531990.0,0.04,0.224,2240.0,0.056,,,,46.514,465140.0,0.037,,,,0.0311,311.0,0.0009,,,,,,,,,,,,,0.0216,216.0,0.0004,,,,0.0005,5.0,0.0001,0.0005,5.0,0.0001,,,,,,,0.0017,17.0,0.0001,,,,0.001,10.0,0.0001,,,,,,,,,,0.0004,4.0,0.0001,,,,0.0028,28.0,0.0004,,,,,,,,,,,,,0.0042,42.0,0.001,,,,,,,,,,,,,,,,,,,,,,0.0004,4.0,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honduras-4,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-4.prf,honduras-jadeite-corn-overview-1,53.249,532490.0,5.29,,,,,,,46.731,467310.0,5.287,,,,,,,,,,,,,,,,,,,0.0144,144.0,0.0018,,,,,,,,,,,,,,,,,,,,,,0.0022,22.0,0.0004,,,,,,,,,,,,,,,,0.0031,31.0,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honduras-5,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-5.prf,honduras-jadeite-player-overview-1,52.777,527770.0,1.855,,,,,,,45.801,458010.0,1.905,,,,,,,,,,0.903,9030.0,0.067,0.053,530.0,0.015,0.0132,132.0,0.0026,0.436,4360.0,0.016,,,,,,,0.0018,18.0,0.0004,0.0042,42.0,0.0005,,,,0.0107,107.0,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honduras-7,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-7.prf,honduras-jadeite-player-user-1,52.223,522230.0,1.008,,,,,,,45.034,450340.0,1.06,,,,,,,1.073,10730.0,0.152,1.075,10750.0,0.039,0.055,550.0,0.008,0.0152,152.0,0.0015,0.492,4920.0,0.01,0.0019,19.0,0.0003,0.0017,17.0,0.0003,0.0031,31.0,0.0002,0.0061,61.0,0.0003,,,,0.0117,117.0,0.0004,,,,0.002,20.0,0.0004,0.0015,15.0,0.0004,,,,,,,,,,,,,0.0059,59.0,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honduras-11,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-11.prf,honduras-rhyolite-acha-user-1,35.709,357090.00000000006,0.297,,,,,,,9.964,99640.0,0.669,2.405,24049.999999999996,0.338,0.534,5340.0,0.112,1.001,10009.999999999998,0.037,47.921,479210.0,0.398,0.284,2839.9999999999995,0.01,0.074,740.0,0.002,1.97,19700.0,0.018,0.0087,87.0,0.0005,0.0178,178.0,0.0005,0.011,110.0,0.0004,0.0015,15.0,0.0002,0.0036,36.0,0.0003,0.0213,213.0,0.0004,0.0181,181.0,0.0005,0.022,220.0,0.0005,0.0017,17.0,0.0004,,,,0.0074,74.0,0.001,0.0059,59.0,0.0003,,,,0.0069,69.0,0.0014,,,,,,,0.0026,26.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042,42.0,0.0009,,,,,,,,,,,,,,,,0.0062,62.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,
honduras-10,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-10.prf,honduras-jadeite-teardrop-user-1,53.148,531480.0,0.41,,,,,,,46.601,466010.0,0.412,,,,,,,0.232,2320.0,0.051,,,,,,,,,,0.0123,123.0,0.0004,,,,0.0004,4.0,0.0001,0.0003,3.0,0.0001,0.0002,2.0,0.0001,,,,0.0017,17.0,0.0001,,,,0.0008,8.0,0.0001,,,,,,,,,,,,,,,,0.0028,28.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honduras-6,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-6.prf,honduras-jadeite-player-user-1,53.245,532450.0,0.477,,,,,,,46.727,467269.99999999994,0.478,,,,,,,,,,,,,,,,,,,0.0149,149.0,0.0004,,,,0.0006,6.0,0.0001,,,,,,,,,,,,,,,,0.0015,15.0,0.0001,,,,,,,,,,0.0003,3.0,0.0001,,,,0.0033,33.0,0.0005,,,,,,,,,,0.001,10.0,0.0002,0.0056,56.0,0.0012,,,,,,,,,,,,,,,,,,,,,,0.0002,2.0,0.0001,,,,,,,,,,,,,,,,,,,0.0009,9.0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honduras-8,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-8.prf,honduras-jadeite-corn-user-1,53.243,532430.0,0.482,,,,,,,46.725,467250.0,0.482,,,,,,,,,,,,,,,,,,,0.0124,124.0,0.0004,,,,0.0004,4.0,0.0001,,,,0.0003,3.0,0.0001,,,,,,,,,,0.0019,19.0,0.0001,,,,,,,,,,,,,,,,0.003,30.0,0.0004,0.0049,49.0,0.001,,,,,,,,,,0.0067,67.0,0.0011,,,,,,,,,,,,,,,,,,,,,,0.0003,3.0,0.0001,,,,,,,,,,,,,,,,,,,0.0007,7.0,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008,8.0,0.0002,,,,,,,,,,,,
honduras-9,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/misc/honduras-9.prf,honduras-jadeite-eagle-user-1,49.526,495260.00000000006,0.761,,,,,,,39.468,394680.00000000006,0.93,,,,,,,,,,7.489,74890.0,0.123,0.274,2740.0,0.01,0.067,670.0,0.002,3.086,30860.0,0.048,0.0072,72.0,0.0005,,,,0.0087,87.0,0.0003,0.0095,95.0,0.0003,,,,0.008,80.0,0.0004,0.0015,15.0,0.0004,0.0268,268.0,0.0006,,,,,,,,,,,,,,,,0.0099,99.0,0.0016,,,,,,,,,,,,,0.0184,184.0,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050125_PBP03_powder_thick_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/050125_PBP03_powder_thick_1.prf,050125_PBP03_powder_thick_1,48.795,487950.0,0.064,0.299,2990.0,0.079,21.759,217590.0,0.065,24.636,246360.0,0.047,0.072,720.0,0.002,0.06,600.0,0.002,3.561,35610.0,0.049,,,,0.0201,201.0,0.0019,0.0073,73.0,0.0004,0.495,4950.0,0.002,0.0007,7.0,0.0001,0.004,40.0,0.0001,0.0023,23.0,0.0001,0.0122,122.0,0.0002,0.0299,299.0,0.0002,0.0162,162.0,0.0001,0.0005,5.0,0.0001,0.0028,28.0,0.0001,0.0021,21.0,0.0001,,,,0.207,2070.0,0.001,0.0058,58.0,0.0003,,,,,,,,,,,,,,,,,,,0.005,50.0,0.0007,,,,,,,,,,,,,0.001,10.0,0.0003,,,,0.0012,12.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029,29.0,0.0004,,,,0.0008,8.0,0.0001,,,,,,,,,
PBP01_powder_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP01_powder_1.prf,PBP01_powder_1,48.776,487760.00000000006,0.075,0.342,3420.0000000000005,0.088,21.447,214470.0,0.075,24.8,248000.0,0.055,0.067,670.0,0.003,0.0491,491.0,0.0014,3.846,38460.0,0.063,,,,0.0214,214.0,0.0024,0.0053,53.0,0.0005,0.549,5490.0,0.002,0.0008,8.0,0.0001,0.0047,47.0,0.0002,0.002,20.0,0.0001,0.0135,135.0,0.0002,0.032,320.0,0.0002,0.0171,171.0,0.0002,0.0007,7.0,0.0002,0.0032,32.0,0.0002,0.0021,21.0,0.0001,,,,0.0162,162.0,0.0004,0.001,10.0,0.0001,,,,0.0014,14.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,18.0,0.0002,,,,,,,,,,,,,,,,,,,,,
PBP01_powder_2,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP01_powder_2.prf,PBP01_powder_2,48.764,487640.0,0.076,0.299,2990.0,0.089,21.361,213610.0,0.078,24.867,248670.0,0.057,0.066,660.0,0.003,0.051,509.99999999999994,0.001,3.921,39210.0,0.062,,,,0.0233,233.0,0.0023,0.0064,64.0,0.0005,0.547,5470.0,0.002,0.0007,7.0,0.0001,0.0043,43.0,0.0001,0.0021,21.0,0.0001,0.0132,132.0,0.0002,0.0305,305.0,0.0002,0.0161,161.0,0.0001,0.0008,8.0,0.0002,0.0028,28.0,0.0002,0.0022,22.0,0.0001,,,,0.0184,184.0,0.0004,0.0007,7.0,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019,19.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBP01_powder_3,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP01_powder_3.prf,PBP01_powder_3,48.703,487030.00000000006,0.076,0.385,3850.0,0.092,21.437,214370.0,0.077,24.686,246860.0,0.056,0.065,650.0,0.003,0.0494,494.0,0.0015,3.974,39740.0,0.064,,,,0.0238,238.0,0.0023,0.0055,55.0,0.0005,0.577,5770.0,0.002,0.0007,7.0,0.0001,0.005,50.0,0.0002,0.0023,23.0,0.0001,0.0134,134.0,0.0002,0.0308,308.0,0.0002,0.0162,162.0,0.0001,0.0008,8.0,0.0002,0.0029,29.0,0.0002,0.0021,21.0,0.0001,,,,0.0138,138.0,0.0004,0.0012,12.0,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,10.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024,24.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBP03_powder_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP03_powder_1.prf,PBP03_powder_1,48.565,485650.0,0.074,,,,20.872,208720.0,0.088,25.107,251070.0,0.062,0.072,720.0,0.004,0.0433,433.0,0.0021,4.438,44380.0,0.078,,,,0.0245,245.0,0.0032,0.0054,54.0,0.0006,0.646,6460.0,0.003,0.001,10.0,0.0002,0.0055,55.0,0.0002,0.0031,31.0,0.0001,0.0164,164.0,0.0003,0.0432,432.0,0.0003,0.0237,237.0,0.0002,0.0014,14.0,0.0002,0.0043,43.0,0.0002,0.0031,31.0,0.0002,,,,0.117,1170.0,0.001,0.003,30.0,0.0003,,,,0.0028,28.0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027,27.0,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBP04_powder_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/PBP04_powder_1.prf,PBP04_powder_1,48.789,487890.0,0.076,0.249,2490.0,0.093,21.507,215070.0,0.076,24.779,247790.0,0.057,0.072,720.0,0.003,0.066,660.0,0.002,3.857,38570.0,0.063,,,,0.0358,358.0,0.0025,0.0064,64.0,0.0005,0.555,5550.000000000001,0.002,0.0008,8.0,0.0001,0.0046,46.0,0.0001,0.0025,25.0,0.0001,0.0137,137.0,0.0002,0.033,330.0,0.0002,0.0176,176.0,0.0002,,,,0.0029,29.0,0.0002,0.0024,24.0,0.0001,,,,,,,0.0011,11.0,0.0001,,,,0.0014,14.0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012,12.0,0.0004,,,,0.0016,16.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018,18.0,0.0002,,,,,,,,,,,,,,,,,,,,,
050125_PBP01_powder_thick_1,/Users/isaac/Documents/GitHub/PhD_Projects/Eaton-Fire-Ash/Ashes-EDXRF/EXPERT_ENG/WrkExpert/W187U/WORK/Aguilar_Isaac/clay-powders/050125_PBP01_powder_thick_1.prf,050125_PBP01_powder_thick_1,48.787,487870.0,0.063,0.364,3640.0,0.075,21.641,216409.99999999997,0.065,24.638,246380.00000000003,0.047,0.066,660.0,0.002,0.061,610.0,0.001,3.75,37500.0,0.052,,,,0.0265,265.0,0.0021,0.034,340.0,0.0007,0.528,5280.0,0.002,0.0006,6.0,0.0001,0.0045,45.0,0.0001,0.0022,22.0,0.0001,0.013,130.0,0.0002,0.0307,307.0,0.0002,0.0167,167.0,0.0001,0.0009,9.0,0.0001,0.003,30.0,0.0001,0.0022,22.0,0.0001,,,,0.0237,237.0,0.0004,0.0014,14.0,0.0001,,,,0.0013,13.0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021,21.0,0.0002,,,,,,,,,,0.0011,11.0,0.0001,,,,,,,,,
